tt_i_art_20120214_hom1.jpg	174331	Tue, 20 Feb 2018 18:24:30 GMT
tt_i_art_20120214_hom2.jpg	138866	Tue, 20 Feb 2018 18:24:30 GMT
tt_i_art_20120214_hom3.jpg	136104	Tue, 20 Feb 2018 18:24:30 GMT
tt_i_art_20120214_hom4.jpg	126107	Tue, 20 Feb 2018 18:24:30 GMT
tt_i_art_20120214_hom5.jpg	154920	Tue, 20 Feb 2018 18:24:30 GMT
tt_i_art_20120214_tot1.jpg	195964	Tue, 20 Feb 2018 18:24:30 GMT
tt_i_art_20120301_hom1.jpg	185552	Tue, 20 Feb 2018 18:24:30 GMT
tt_i_art_20120301_tnr1.jpg	215078	Tue, 20 Feb 2018 18:24:30 GMT
tt_i_art_20120301_tot1.jpg	185313	Tue, 20 Feb 2018 18:24:30 GMT
tt_i_art_20120314_evt1.jpg	244536	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120314_hom1.jpg	219814	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120314_tot1.jpg	208345	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120329_evt1.jpg	216602	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120329_hom1.jpg	182876	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120329_tot1.jpg	175146	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120411_evt1.jpg	326777	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120411_hom1.jpg	264874	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120411_tnr1.jpg	218627	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120425_att1.jpg	244179	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120425_evt1.jpg	236888	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120425_hom1.jpg	221477	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120516_evt1.jpg	419413	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120516_evt2.jpg	347105	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120516_evt3.jpg	394137	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120516_evt4.jpg	329447	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120516_hom1.jpg	428044	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120516_tot1.jpg	472359	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120523_evt1.jpg	266009	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120523_evt2.jpg	220413	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120523_evt3.jpg	227086	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120523_evt4.jpg	232004	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120523_evt5.jpg	222643	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120523_evt6.jpg	211481	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120523_hom1.jpg	262477	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120523_tot1.jpg	279469	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120608_evt1.jpg	273705	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120608_evt2.jpg	248784	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120608_evt3.jpg	251990	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120608_evt4.jpg	212415	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120608_hom1.jpg	271779	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120608_tot1.jpg	263460	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120622_evt1.jpg	302511	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120622_hom1.jpg	303450	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120622_tnr1.jpg	314521	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120706_evt1.jpg	251979	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120706_hom1.jpg	261835	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120706_tot1.jpg	257063	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120720_evt1.jpg	244486	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120720_evt2.jpg	212843	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120720_evt3.jpg	183755	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120720_hom1.jpg	222702	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120720_tot1.jpg	214381	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120803_evt1.jpg	246690	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120803_evt2.jpg	240172	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120803_evt3.jpg	237278	Tue, 20 Feb 2018 18:24:31 GMT
tt_i_art_20120803_evt4.jpg	239061	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20120803_hom1.jpg	264595	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20120803_tot1.jpg	257033	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20120905_att1.jpg	249128	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20120905_evt1.jpg	243765	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20120905_hom1.jpg	259074	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20120905_hom2.jpg	200646	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20120905_tnr1.jpg	241282	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20120905_tot1.jpg	234465	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121005_att1.jpg	254683	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121005_evt1.jpg	237574	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121005_evt2.jpg	188667	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121005_evt3.jpg	171416	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121005_evt4.jpg	122886	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121005_evt5.jpg	237871	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121005_hom1.jpg	250915	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121005_tot1.jpg	243511	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121026_evt1.jpg	261971	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121026_evt2.jpg	296769	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121026_evt3.jpg	294828	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121026_evt4.jpg	222890	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121026_hom1.jpg	232808	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121026_tnr1.jpg	194338	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121026_tnr2.jpg	217756	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121026_tot1.jpg	250826	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121109_evt1.jpg	241526	Tue, 20 Feb 2018 18:24:32 GMT
tt_i_art_20121109_hom1.jpg	250513	Tue, 20 Feb 2018 18:24:32 GMT
